,0-XNose,0-YNose,1-XNeck,1-YNeck,2-XRShoulder,2-YRShoulder,3-XRElbow,3-YRElbow,4-XRWrist,4-YRWrist,5-XLShoulder,5-YLShoulder,6-XLElbow,6-YLElbow,7-XLWrist,7-YLWrist,8-XMidHip,8-YMidHip,9-XRHip,9-YRHip,10-XRKnee,10-YRKnee,11-XRAnkle,11-YRAnkle,12-XLHip,12-YLHip,13-XLKnee,13-YLKnee,14-XLAnkle,14-YLAnkle,15-XREye,15-YREye,16-XLEye,16-YLEye,17-XREar,17-YREar,18-XLEar,18-YLEar,19-XLBigToe,19-YLBigToe,20-XLSmallToe,20-YLSmallToe,21-XLHeel,21-YLHeel,22-XRBigToe,22-YRBigToe,23-XRSmallToe,23-YRSmallToe,24-XRHeel,24-YRHeel,Source-Image,position,RightKneeAngle,LeftKneeAngle,LeftHeelAngleAngle,RightHeelAngleAngle,HipAngle
77,417,260,417,286,347,273,260,313,226,365,504,286,591,326,591,365,434,326,382,326,295,339,365,378,469,326,556,339,486,378,400,247,434,247,382,247,469.0,247.0,539,404,539,391,469,378,313,404,313,391,382,378,front/right_bottom/20190103_155741.jpg,right_bottom,37.62261237427109,37.62261237427109,159.45860618384933,135.71625083077836,123.79599633207923
78,417,247,417,273,347,273,260,313,260,365,504,273,591,313,608,365,434,326,382,326,313,339,365,378,469,326,539,339,486,378,400,247,434,247,365,247,452.0,247.0,539,391,539,391,469,378,313,391,330,391,382,378,front/right_bottom/20190103_155746.jpg,right_bottom,47.53968045034071,46.86824252275964,157.16634582208246,133.1567910075805,130.6086093110586
79,434,273,434,286,347,286,278,326,260,378,504,286,591,326,626,365,434,326,400,326,295,339,365,365,469,326,539,339,486,378,417,260,452,260,382,260,486.0,260.0,539,391,539,391,486,378,330,391,313,391,382,378,front/right_bottom/20190103_155751.jpg,right_bottom,27.43428186371748,46.86824252275964,157.40348496724596,136.95377675330374,127.40535663140857
80,313,286,313,300,260,300,243,352,260,417,382,286,400,339,434,404,330,365,295,365,191,391,260,417,365,365,452,365,434,430,295,286,330,273,278,286,365.0,273.0,486,469,486,456,400,430,226,456,226,443,295,417,front/right_bottom/IMG-1574.JPG,right_bottom,34.683234292896834,74.52136183458165,93.73521123255813,131.01566571944477,132.16473722484682
81,365,365,365,352,313,365,295,417,313,495,434,352,452,417,469,495,382,417,347,417,260,417,330,482,417,417,504,404,452,495,347,365,382,352,330,352,417.0,352.0,504,508,521,508,434,495,347,521,330,521,347,482,front/right_bottom/IMG-1576.JPG,right_bottom,42.87890360333855,51.756559823564096,104.87342096279382,50.374377372324375,14.656751115760448
82,365,300,365,326,330,326,295,339,313,365,417,326,452,339,434,352,365,404,330,404,278,417,313,469,400,404,469,417,434,469,365,300,382,300,330,300,400.0,300.0,452,495,469,482,417,469,278,495,278,495,330,482,front/right_bottom/IMG_3268.jpg,right_bottom,70.09265644817467,66.72619578474487,94.99080438398343,102.48857191554575,146.82148834060726
83,400,300,400,313,347,313,313,326,347,352,434,326,469,339,452,352,382,391,347,391,295,417,330,469,417,391,486,417,452,469,382,286,417,286,365,286,434.0,286.0,469,482,486,482,434,469,295,495,295,482,330,469,front/right_bottom/IMG_3270.jpg,right_bottom,82.62146415732619,77.46847916557762,102.73813210786679,94.81953352497439,148.90162017357687
84,417,234,434,260,365,260,295,300,208,326,486,247,556,286,608,313,434,326,400,326,313,339,330,404,469,326,539,339,521,404,400,221,434,221,382,221,452.0,221.0,556,430,556,417,504,404,295,430,295,417,347,404,front/right_bottom/IMG_3283.jpg,right_bottom,83.84180776373327,85.04214614845601,143.9884673055387,87.27491715878824,148.39249775375112
85,417,260,434,247,382,247,313,273,278,313,504,260,556,286,591,313,434,313,400,313,313,326,330,391,469,313,539,326,539,391,400,247,434,247,382,234,469.0,234.0,556,417,573,417,521,404,295,417,295,417,347,404,front/right_bottom/IMG_3284.jpg,right_bottom,83.84180776373327,100.52078431387436,151.20462293359233,85.4828962864824,148.39249775375112
86,417,273,417,273,365,286,313,313,260,352,469,273,521,326,556,365,434,352,400,352,313,339,330,404,452,352,521,339,521,404,400,260,417,260,382,260,452.0,247.0,556,430,556,430,504,417,278,430,278,430,347,417,front/right_bottom/IMG_3286.jpg,right_bottom,66.84469000474591,79.33021719550332,135.61880708803693,91.76357786898093,40.450365319024435
87,382,234,400,260,347,260,260,273,208,260,452,260,521,273,573,247,400,352,365,352,260,352,313,417,434,352,539,352,486,417,382,221,400,221,365,234,434.0,234.0,539,443,539,430,469,417,260,430,260,430,330,417,front/right_bottom/IMG_3289.jpg,right_bottom,50.80672690553158,50.80672690553158,135.42677631190404,121.47954306368206,90.0
88,400,247,400,273,347,273,278,313,226,313,469,273,521,300,573,313,400,365,382,352,278,352,313,417,434,365,539,365,486,417,382,234,417,234,365,247,434.0,247.0,556,443,539,430,469,417,260,443,260,430,330,417,front/right_bottom/IMG_3291.jpg,right_bottom,61.69924423399363,44.45434240658428,137.50692405219345,106.1992311188919,52.59464336859145
89,400,247,400,260,347,260,278,286,191,300,469,260,539,286,591,286,417,339,382,339,278,352,330,417,452,339,539,352,504,417,382,234,417,234,365,234,434.0,234.0,556,430,556,430,486,417,260,430,260,430,330,417,front/right_bottom/IMG_3293.jpg,right_bottom,58.46520809481169,70.19780311348731,138.63907928578135,118.13902394021574,134.67721029104027
90,417,234,417,247,347,260,295,273,226,300,469,247,521,273,573,300,417,326,382,326,278,339,313,404,452,326,539,352,504,404,400,221,434,221,382,221,452.0,221.0,556,430,556,430,486,417,260,430,260,430,330,417,front/right_bottom/IMG_3295.jpg,right_bottom,68.82426058289542,72.69521865067448,138.63907928578135,103.72355568557091,156.44773632710533
91,434,260,400,273,347,273,278,313,208,339,469,273,521,300,591,339,400,352,365,352,278,352,330,404,434,352,539,352,504,404,417,247,434,247,382,247,,,556,430,556,430,486,417,260,430,278,417,347,417,front/right_bottom/IMG_3296.jpg,right_bottom,45.0,56.0564129802482,138.63907928578135,125.36809791329907,90.0
92,417,247,417,273,347,273,243,313,156,313,469,260,539,326,573,300,417,352,382,352,278,352,330,404,452,352,539,352,504,417,400,234,417,234,382,234,452.0,234.0,556,430,556,430,486,417,260,430,260,430,347,417,front/right_bottom/IMG_3300.jpg,right_bottom,45.0,61.69924423399363,138.63907928578135,122.01252081225883,90.0
93,417,208,434,247,365,247,278,273,208,286,504,247,591,273,660,273,434,326,400,326,295,352,347,404,469,339,556,352,504,404,417,195,434,195,400,195,469.0,195.0,556,430,556,417,486,404,295,430,295,430,365,417,front/right_bottom/IMG_3303.jpg,right_bottom,58.9077778098547,53.498558879493686,147.44612987402164,118.47085219574075,161.8962369654934
94,400,234,417,260,347,260,243,273,173,273,486,260,573,286,626,273,417,352,382,352,278,352,330,404,452,339,556,365,504,404,382,221,417,221,382,221,452.0,221.0,539,430,556,430,486,404,278,430,278,430,347,417,front/right_bottom/IMG_3304.jpg,right_bottom,45.0,50.9061411137705,148.9936479020404,118.09800324771311,180.0
95,417,195,400,221,330,221,243,234,208,208,452,221,556,221,591,195,417,313,382,313,278,339,330,404,452,313,521,339,486,404,400,182,417,182,365,195,,,539,417,539,417,469,404,260,417,260,417,347,404,front/right_bottom/IMG_3305.jpg,right_bottom,65.37643521383639,82.34623505896398,136.79117728016482,123.54331706227634,135.58723872253677
0,400.0,78.0,382,130,330,130,313,156,347.0,143.0,434,117,469,143,400.0,130.0,382,273,347,273,330,378,347,482,434,273,434,391,452,482,382.0,78.0,400.0,78.0,365.0,78.0,417.0,78.0,452,521,469,508,434,495,330,521,313,508,347,495,front/right_top/20181226_155538.jpg,right_top,161.5197913031098,168.81120007174823,16.888378918901047,53.18991003547453,180.0
1,365.0,117.0,365,169,313,169,260,195,330.0,169.0,434,169,452,195,400.0,169.0,382,326,330,326,330,443,330,547,417,326,434,443,434,534,347.0,104.0,382.0,104.0,330.0,117.0,400.0,117.0,434,573,452,560,417,547,313,573,295,573,330,547,front/right_top/20181226_155617.jpg,right_top,180.0,171.73282666448932,23.112628417017582,45.00000000000001,173.82007575081693
2,382.0,169.0,400,208,347,208,330,234,347.0,221.0,434,208,452,221,400.0,221.0,400,326,365,326,347,417,347,482,417,326,434,417,452,495,382.0,156.0,400.0,156.0,365.0,169.0,417.0,169.0,469,521,469,508,452,508,330,508,313,508,347,495,front/right_top/20181226_155737.jpg,right_top,168.81120007174823,177.58701872902714,10.286544032233731,52.59464336859145,174.04016088928697
3,382.0,143.0,400,182,347,182,330,195,365.0,182.0,434,182,452,195,417.0,169.0,400,300,365,300,347,378,347,469,417,300,434,378,434,456,365.0,143.0,400.0,143.0,365.0,143.0,417.0,143.0,452,495,469,482,434,469,347,495,330,495,365,469,front/right_top/20181226_155801.jpg,right_top,167.0053832080835,167.7047335770019,35.61085243866875,39.59183439348707,173.0558694890068
4,400.0,91.0,400,143,347,143,330,156,382.0,130.0,434,143,469,143,434.0,117.0,400,273,365,273,347,378,347,482,434,273,452,378,452,482,382.0,78.0,417.0,78.0,365.0,91.0,434.0,91.0,469,508,486,508,452,482,313,521,313,508,365,495,front/right_top/20181226_155954.jpg,right_top,170.27242144859838,170.27242144859838,31.879596847022736,63.4970418405517,179.72716501693134
5,400.0,52.0,382,117,313,117,295,195,295.0,260.0,452,117,469,195,486.0,273.0,382,273,347,273,347,378,347,482,434,273,417,378,417,469,382.0,39.0,417.0,39.0,347.0,52.0,,,434,508,452,495,400,482,330,521,330,508,347,482,front/right_top/20181231_163015.jpg,right_top,180.0,170.80334410837108,40.34231172624236,27.613027823084472,180.0
6,365.0,65.0,365,143,295,143,278,221,243.0,286.0,434,130,469,208,486.0,273.0,382,286,330,286,330,391,330,482,417,286,434,391,434,482,347.0,65.0,382.0,65.0,330.0,78.0,400.0,65.0,452,508,469,508,417,482,313,508,313,508,347,482,front/right_top/20181231_163126.jpg,right_top,180.0,170.80334410837108,42.22226283781024,49.78006787031078,173.22043205485008
7,382.0,65.0,382,143,313,143,278,221,260.0,286.0,452,143,486,221,504.0,273.0,382,286,347,286,330,404,330,508,434,286,452,404,452,495,365.0,65.0,400.0,65.0,347.0,78.0,417.0,65.0,469,534,486,534,452,508,330,547,313,534,347,508,front/right_top/20181231_163200.jpg,right_top,171.80193115398373,171.32682595212023,25.27772223555295,32.28547057847391,175.6384273549794
8,382.0,52.0,382,130,313,130,278,208,243.0,273.0,452,130,486,208,504.0,260.0,382,273,330,273,313,391,313,482,417,273,434,391,434,482,365.0,52.0,400.0,52.0,347.0,65.0,417.0,52.0,452,521,469,508,434,482,295,521,278,521,313,495,front/right_top/20181231_163335.jpg,right_top,171.80193115398373,171.80193115398373,25.12782418075609,39.19327309446844,175.8798780874828
9,382.0,52.0,382,117,313,117,278,195,243.0,247.0,452,117,486,195,504.0,247.0,382,273,330,273,313,378,313,482,417,273,434,378,434,469,365.0,39.0,400.0,39.0,347.0,52.0,417.0,52.0,452,508,469,508,434,482,295,521,278,508,330,482,front/right_top/20181231_163339.jpg,right_top,170.8033441083711,170.80334410837108,27.923589715138387,51.793539152050904,175.37186246226764
10,382.0,65.0,382,130,313,130,278,208,260.0,273.0,452,130,486,208,504.0,273.0,382,273,347,273,330,391,313,482,434,273,434,378,452,482,365.0,52.0,400.0,52.0,347.0,65.0,417.0,52.0,469,521,486,508,434,482,313,521,295,521,330,495,front/right_top/20181231_163347.jpg,right_top,177.6164333250725,170.18069936124212,30.217170355311566,23.318336175630563,180.0
11,400.0,52.0,382,117,313,117,295,195,260.0,273.0,452,117,486,195,504.0,273.0,400,273,347,273,330,378,330,482,434,273,452,378,452,469,382.0,39.0,417.0,39.0,347.0,52.0,,,469,508,486,508,452,482,313,508,295,508,330,482,front/right_top/20181231_163350.jpg,right_top,170.8033441083711,170.27242144859838,31.879596847022736,45.00000000000001,168.51896289103425
12,417.0,52.0,382,117,313,117,278,195,243.0,260.0,452,117,486,195,521.0,247.0,382,273,347,273,330,378,330,482,434,273,452,378,452,469,400.0,39.0,417.0,39.0,347.0,52.0,,,469,508,486,495,434,482,295,508,295,508,330,482,front/right_top/20181231_163359.jpg,right_top,170.8033441083711,170.27242144859838,50.77432590266328,53.3929251873925,175.10090754621214
13,382.0,39.0,382,117,313,117,278,195,243.0,260.0,452,117,486,195,504.0,260.0,382,260,330,260,330,378,330,482,417,260,434,378,452,469,365.0,26.0,400.0,26.0,330.0,39.0,417.0,39.0,469,508,486,495,452,469,313,508,313,508,347,482,front/right_top/20181231_163431.jpg,right_top,180.0,177.00926891776462,19.571581029594828,49.11619052830877,180.0
14,400.0,39.0,382,117,313,117,278,182,243.0,247.0,452,117,486,195,504.0,260.0,382,273,347,273,330,378,330,482,434,273,434,378,452,469,382.0,26.0,400.0,26.0,347.0,39.0,,,452,508,469,495,434,482,313,508,295,508,330,482,front/right_top/20181231_163435.jpg,right_top,170.8033441083711,168.81120007174823,21.121911062830108,45.00000000000001,180.0
15,365.0,78.0,382,117,330,117,295,130,295.0,104.0,434,117,417,117,347.0,91.0,365,260,330,260,330,365,330,456,400,260,417,365,434,456,365.0,65.0,382.0,65.0,347.0,78.0,400.0,78.0,452,482,469,482,434,456,313,482,295,482,347,456,front/right_top/20181231_163554.jpg,right_top,180.0,178.6150203706852,23.613953130745173,58.33379356919528,168.59229451711775
16,365.0,91.0,382,130,330,143,295,143,330.0,104.0,417,130,417,130,382.0,104.0,365,273,330,273,330,378,313,469,417,273,417,378,434,482,365.0,91.0,382.0,91.0,347.0,91.0,400.0,91.0,434,508,452,495,417,482,295,508,278,495,330,482,front/right_top/20181231_163556.jpg,right_top,169.4183644790562,170.7164471947387,15.849943881743771,48.41050559701668,168.59229451711775
17,330.0,39.0,347,104,295,104,278,169,278.0,234.0,417,91,434,169,434.0,221.0,365,234,330,234,330,339,347,430,400,234,434,339,452,430,330.0,26.0,347.0,26.0,313.0,39.0,382.0,39.0,469,469,486,456,452,430,313,456,313,456,365,443,front/right_top/20181231_163604.jpg,right_top,169.4183644790562,173.24635283909313,39.856534636319196,80.53767779197439,178.6864834251006
18,382.0,169.0,382,208,330,221,313,221,347.0,208.0,417,208,434,221,400.0,195.0,382,339,347,339,330,430,330,521,417,339,434,430,434,521,365.0,169.0,382.0,169.0,347.0,169.0,400.0,169.0,452,547,469,547,434,534,313,560,295,547,347,534,front/right_top/20181231_163620.jpg,right_top,169.4183644790562,169.4183644790562,22.813322106552004,57.97989306217964,180.0
19,382.0,143.0,382,182,347,182,313,195,347.0,169.0,417,182,452,182,417.0,169.0,382,313,347,313,347,404,330,508,417,313,434,404,434,495,382.0,130.0,400.0,130.0,365.0,143.0,417.0,143.0,452,534,469,521,417,508,313,534,295,521,347,508,front/right_top/20181231_163628.jpg,right_top,170.7164471947387,169.4183644790562,39.00717498655024,55.85166824136481,174.66367990260855
20,400.0,143.0,400,182,330,182,278,143,208.0,91.0,452,182,521,143,556.0,78.0,400,326,347,326,347,417,330,508,434,326,434,417,452,508,382.0,130.0,400.0,130.0,365.0,143.0,417.0,143.0,452,547,469,534,434,521,313,547,313,534,330,521,front/right_top/20181231_175627.jpg,right_top,169.4183644790562,168.81120007174823,10.577629309952925,23.2879067176347,174.04016088928697
21,400.0,117.0,382,156,330,156,260,130,208.0,65.0,452,156,521,117,556.0,65.0,382,300,347,300,347,391,330,482,434,300,434,391,452,482,382.0,104.0,400.0,104.0,365.0,117.0,417.0,117.0,452,521,469,508,452,495,330,521,313,508,347,495,front/right_top/20181231_175633.jpg,right_top,169.4183644790562,168.81120007174823,0.5955435063412848,28.19609206901692,174.66367990260852
22,365.0,104.0,365,156,295,156,243,117,173.0,65.0,434,156,486,117,539.0,52.0,365,300,330,300,330,391,330,482,417,300,417,391,434,482,365.0,104.0,382.0,104.0,347.0,104.0,400.0,104.0,434,508,452,508,434,495,313,508,295,508,330,482,front/right_top/20181231_175636.jpg,right_top,180.0,169.4183644790562,1.333710495165873,45.0,174.66367990260852
23,400.0,104.0,400,156,330,156,278,117,226.0,65.0,452,156,521,117,573.0,65.0,400,300,365,300,347,391,330,482,434,300,452,391,452,482,400.0,91.0,417.0,104.0,382.0,104.0,434.0,104.0,452,508,469,508,452,482,313,508,313,495,347,482,front/right_top/20181231_175639.jpg,right_top,179.3928355926924,168.8112000717482,11.71247231108753,47.258323271200005,179.68519119261137
24,382.0,104.0,382,156,313,156,260,117,208.0,65.0,434,156,504,117,556.0,52.0,382,286,347,286,330,378,330,482,417,286,434,391,434,482,365.0,91.0,400.0,104.0,347.0,104.0,417.0,104.0,452,508,469,508,434,482,313,508,295,508,330,482,front/right_top/20181231_175642.jpg,right_top,169.5308257422886,170.80334410837108,27.923589715138387,45.00000000000001,180.0
25,347.0,143.0,347,195,295,195,278,260,278.0,313.0,400,195,417,247,434.0,300.0,365,313,330,313,330,404,330,469,400,313,400,404,417,469,330.0,143.0,365.0,130.0,330.0,143.0,382.0,143.0,417,495,434,482,417,482,330,495,313,495,330,482,front/right_top/20181231_175828.jpg,right_top,180.0,165.34324888423956,8.191747770332539,23.552263672894643,171.32682595212023
26,400.0,130.0,400,182,347,182,330,234,313.0,300.0,452,182,486,234,504.0,286.0,400,300,382,300,365,391,382,456,434,300,452,378,452,456,382.0,117.0,417.0,117.0,382.0,130.0,434.0,130.0,469,482,486,469,452,469,365,482,365,469,382,469,front/right_top/20181231_175834.jpg,right_top,154.7616133632958,167.0053832080835,59.53445508054013,65.96908383346258,174.2558416762329
27,400.0,143.0,400,182,347,182,330,234,295.0,300.0,452,182,486,234,504.0,286.0,400,300,365,300,365,378,365,456,434,300,452,378,452,456,382.0,130.0,400.0,130.0,365.0,130.0,417.0,130.0,452,482,469,469,452,456,365,482,347,469,365,456,front/right_top/20181231_175841.jpg,right_top,180.0,167.0053832080835,21.571307191254594,24.775140568831905,173.78077031120887
28,382.0,130.0,382,169,330,169,313,221,278.0,273.0,434,169,469,221,486.0,286.0,382,286,347,286,347,378,347,443,417,286,434,365,452,443,365.0,117.0,382.0,117.0,347.0,117.0,400.0,117.0,452,469,469,469,434,456,347,469,347,469,347,456,front/right_top/20181231_175845.jpg,right_top,180.0,179.14966125765022,43.62437945233226,0.0,174.32258333795465
29,400.0,169.0,400,195,347,195,330,247,313.0,313.0,452,208,469,260,469.0,313.0,400,313,365,313,365,391,365,456,434,313,452,391,452,456,382.0,156.0,417.0,156.0,382.0,156.0,434.0,156.0,452,482,469,482,434,456,347,469,347,469,365,456,front/right_top/20181231_175851.jpg,right_top,180.0,167.0053832080835,40.13548556223948,54.16234704572172,173.78077031120887
30,382.0,130.0,382,182,330,182,313,234,278.0,286.0,434,182,452,234,469.0,286.0,382,300,347,300,347,378,347,443,417,300,434,378,434,443,365.0,117.0,400.0,117.0,365.0,117.0,417.0,117.0,452,469,469,469,434,456,330,469,330,469,347,456,front/right_top/20181231_175856.jpg,right_top,180.0,167.7047335770019,47.83411101630652,41.08175113593263,173.78077031120887
31,382.0,117.0,382,169,330,169,313,221,295.0,286.0,434,169,452,221,469.0,286.0,382,286,347,286,347,365,347,443,417,286,434,365,434,443,365.0,104.0,400.0,104.0,365.0,117.0,417.0,117.0,452,469,469,456,434,443,330,469,313,456,347,443,front/right_top/20181231_175859.jpg,right_top,180.0,167.85572195043298,47.83411101630652,52.59464336859145,173.85888938312314
